event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location,hostname_norm,session_id_norm,event_category
IAM00012715,2026-04-08 11:26:51+00:00,EMP12534,anvi.soni34,Hr Dept,success_login,BIOMETRIC,,LPT-12534,,SID467417,False,,100.0,UNKNOWN,LPT-12534,SID467417,login_success
IAM00011438,2026-08-27 17:40:02+00:00,EMP12207,yutika.dugar86,Legal,Login Success,SSO,172.16.211.109,LPT-12207.corp.local,DEV19676,SID565391,False,,100.0,IN,LPT-12207,SID565391,other
IAM00015710,2026-08-21 01:58:00+00:00,EMP12161,omya.sahota27,Compliance,Successful Login,OTP,90.241.196.242,WS_12161,DEV94884,SID527235,True,,75.0,IN,WS-12161,SID527235,login_success
IAM00002858,2026-08-08 10:28:58+00:00,EMP10312,URMI.BANSAL9,Supply Chain,PRIVILEGE_ESCALATION_REQUEST,password,,vdr-10312,DEV34505,SID-824943,True,,63.0,PB,VDR-10312,SID824943,other
IAM00011865,2026-08-10 04:16:32+00:00,EMP11597,  isha.bhargava57  ,IT,LOGON_SUCCESS,certificate,,lpt-11597,,SID724373,True,,24.0,India,LPT-11597,SID724373,login_success
IAM00009642,2026-08-13 22:39:00+00:00,EMP12363,  peter.sampath76  ,R&D,Successful Login,OTP,105.31.201.18,WS-12363,DEV55844,SID759849,False,,90.0,Delhi,WS-12363,SID759849,login_success
IAM00018243,2026-09-05 13:33:00+00:00,EMP12221,faris.shukla14,Support,LOGIN_FAILED,certificate,210.206.35.182,WS-12221,DEV58869,,True,,13.0,,WS-12221,,other
IAM00011276,2026-08-25 18:13:43+00:00,EMP10753,tanmayi.rai5,Procurement Team,MFA_ENROLLMENT,biometric,117.29.236.180,LPT-10753,DEV24563,,True,NA,10.0,Maharashtra,LPT-10753,,other
IAM00010818,2026-08-07 08:54:55+00:00,EMP10535,,Hr Dept,success_login,SSO,,VDR-10535,DEV67065,SID867807,True,,90.0,IN,VDR-10535,SID867807,login_success
IAM00013467,2026-08-21 18:34:00+00:00,EMP12485,  kamya.deo83  ,Cs,success_login,biometric,,WS-12485,DEV14906,,True,,48.0,ind,WS-12485,,login_success
IAM00005008,2026-09-01 14:04:54+00:00,EMP10342,harita.bhasin77,Purchase,AUTH_SUCCESS,BIOMETRIC,,vdr-10342,DEV13515,SID271505,True,,100.0,remote,VDR-10342,SID271505,login_success
IAM00007158,2026-08-31 01:41:00+00:00,EMP10352,anya.bahl99,IT,Login Failed,biometric,,WS-10352,DEV45649,,False,,5.0,Maharashtra,WS-10352,,login_failed
IAM00001597,2026-09-05 13:55:00+00:00,EMP11679,jacob.devan87,Purch,success_login,OTP,,LPT-11679,DEV76530,SID294811,Y,,26.0,India,LPT-11679,SID294811,login_success
IAM00015379,2026-08-30 06:28:39+00:00,EMP10764,rachana.madan60,Supply Chain,Login Failed,Certificate,,WS_10764,DEV32972,,N,OTP expired,,,WS-10764,,login_failed
IAM00006611,2026-08-23 01:28:53+00:00,EMP10159,dayita_kant42,Operations,LOGIN_FAILED,mfa,,LPT_10159,DEV71462,SID-181907,False,timeout,67.0,IN,LPT-10159,SID181907,other
IAM00000182,2026-08-08 20:00:00+00:00,EMP10849,  widisha.konda86  ,Sales,LOGON_SUCCESS,OTP,192.168.75.62,WS-10849,DEV50536,,False,,60.0,PB,WS-10849,,login_success
IAM00010474,2026-08-11 00:00:00+00:00,EMP10747,yashica.patla7,Operations Dept,LOGIN_FAILED,mfa,,WS-10747,DEV42949,,0,WRONG PASSWORD,100.0,,WS-10747,,other
IAM00002652,2026-08-17 12:52:00+00:00,EMP10478,aachal.mani50,Sales,Login Failed,SSO,172.16.62.140,VDR-10478,DEV47701,SID261264,0,MFA failed,13.0,,VDR-10478,SID261264,login_failed
IAM00012797,2026-08-11 11:23:00+00:00,EMP11204,,Sales,AUTH_SUCCESS,OTP,,LPT-11204,DEV22116,SID974787,Y,,23.0,remote,LPT-11204,SID974787,login_success
IAM00010143,2026-09-02 12:18:40+00:00,EMP12254,  harini.ram37  ,Procurement Team,AUTH_SUCCESS,biometric,,VDR-12254,DEV11599,,True,NA,9.0,ind,VDR-12254,,login_success
IAM00003375,2026-09-09 12:00:19+00:00,EMP10712,  manya.bhatti69  ,Sales Dept,LOGON_SUCCESS,MFA,,VDR-10712,NA,,True,,24.0,India,VDR-10712,,login_success
IAM00017582,2026-08-17 13:29:30+00:00,EMP11583,hemang.bansal35,HR,DEVICE_REGISTERED,sso,172.16.117.164,VDR-11583,DEV84136,,True,,4.0,IN,VDR-11583,,other
IAM00005622,2026-02-08 12:18:19+00:00,EMP10746,OVIYA.ACHARYA25,Human Resource,LOGON_SUCCESS,MFA,,WS-10746,DEV75210,SID801909,True,,80.0,,WS-10746,SID801909,login_success
IAM00005026,,EMP12113,akshay.dugal56,Fin,Successful Login,password,,vdr-12113,DEV98652,SID836815,True,,61.0,Maharashtra,VDR-12113,SID836815,login_success
IAM00000872,2026-08-08 00:00:00+00:00,EMP11951,  harsh.dugar36  ,Mktg,MFA_FAILED,sso,,vdr-11951,DEV76219,SID556526,False,OTP expired,3.0,Maharashtra,VDR-11951,SID556526,mfa_failure
IAM00014614,2026-08-19 05:39:00+00:00,EMP10191,banjeet.baral14,HR,LOGIN_SUCCESS,biometric,128.71.87.159,WS-10191,NA,SID-870513,True,,52.0,India,WS-10191,SID870513,login_success
IAM00010148,2026-09-01 19:59:23+00:00,EMP11489,anya.gandhi42,Fin,LOGIN_SUCCESS,otp,,LPT-11489,DEV37132,,True,NA,100.0,,LPT-11489,,login_success
IAM00001322,2026-08-11 20:12:07+00:00,EMP10768,idika.rao58,Procurement,Login Success,biometric,192.168.189.55,VDR-10768.corp.local,DEV18601,SID994006,1,NA,36.0,Punjab,VDR-10768,SID994006,other
IAM00003051,2026-08-01 00:00:00+00:00,EMP12184,manan.sharaf61,Ops Team,LOGIN_SUCCESS,otp,172.16.113.66,VDR_12184,DEV17966,SID399412,True,,98.0,UNKNOWN,VDR-12184,SID399412,login_success
IAM00004590,,EMP11106,VEER.BATRA88,Call Center,LOGIN_SUCCESS,certificate,,WS-11106,DEV93909,SID463463,True,,31.0,DL,WS-11106,SID463463,login_success
IAM00007022,2026-08-27 00:00:00+00:00,EMP12970,ethan.peri39,Procurement,PASSWORD_RESET,PASSWORD,172.16.163.21,LPT-12970,DEV32709,,Y,,89.0,Punjab,LPT-12970,,other
IAM00015613,2026-08-27 00:00:00+00:00,EMP11747,darpan.sibal55,Operations,invalid_credentials,mfa,,vdr-11747,DEV88323,SID481128,False,wrong_password,100.0,ind,VDR-11747,SID481128,login_failed
IAM00016484,2026-08-22 08:37:34+00:00,EMP12347,bahadurjit.zachariah8,R&D,LOGIN_FAILED,certificate,,LPT-12347.corp.local,DEV12380,,yes,account locked,100.0,PB,LPT-12347,,other
IAM00004908,,EMP11504,qabil.sharma49,IT,Login Failed,PASSWORD,,LPT-11504,DEV50541,,True,,67.0,Delhi,LPT-11504,,login_failed
IAM00003610,2026-08-23 00:00:00+00:00,EMP11139,,Operations,LOGIN_SUCCESS,Certificate,,,DEV87189,SID338955,True,,90.0,Delhi,WS-11139,SID338955,login_success
IAM00015481,2026-08-14 00:00:00+00:00,EMP10538,indali_dora66,Support,failed logon,sso,192.168.167.179,LPT-10538,DEV98345,,no,account locked,24.0,India,LPT-10538,,login_failed
IAM00011815,,EMP10278,david.lad68,Finance,ACCOUNT_UNLOCK,BIOMETRIC,,VDR-10278,DEV79003,,False,NA,59.0,ind,VDR-10278,,other
IAM00001175,2026-08-19 00:14:16+00:00,EMP11166,gauri.dass35,Innovation,PRIVILEGE_ESCALATION_REQUEST,OTP,183.42.54.160,VDR-11166,DEV20009,,1,,41.0,PB,VDR-11166,,other
IAM00015456,2026-09-06 00:00:00+00:00,EMP12776,abeer.bhatt30,IT,success_login,Certificate,,VDR-12776,DEV19269,,False,,82.0,Maharashtra,VDR-12776,,login_success
IAM00003081,2026-08-17 00:01:19+00:00,EMP12895,  max.kant36  ,Finance,Login Success,OTP,172.16.41.46,WS-12895,DEV48343,,1,NA,15.0,,WS-12895,,other
IAM00017509,,EMP12065,dev.barad20,Procurement Team,LOGON_SUCCESS,MFA,193.139.194.34,,DEV91082,SID490752,True,NA,90.0,Punjab,LPT-12065,SID490752,login_success
IAM00009897,2026-08-31 18:17:00+00:00,EMP10127,ryan.tella94,Finance,SSO_SUCCESS,mfa,172.16.163.9,,,SID319342,True,,24.0,ind,LPT-10127,SID319342,login_success
IAM00019564,2026-09-04 10:59:50+00:00,EMP10554,shaurya.talwar44,Operations Dept,success_login,SSO,172.16.41.1,WS-10554,DEV37594,SID455675,Y,NA,62.0,,WS-10554,SID455675,login_success
IAM00001630,2026-08-15 20:47:27+00:00,EMP11844,ANAMIKA.BEN86,Finance,FAILED_LOGIN,sso,192.168.183.6,WS-11844,DEV57022,,Y,wrong_password,,,WS-11844,,login_failed
IAM00013095,,EMP12112,forum.palla63,Mktg,LOGIN_SUCCESS,mfa,,WS-12112,DEV32935,SID772430,False,,74.0,ind,WS-12112,SID772430,login_success
IAM00011961,2026-09-09 13:33:00+00:00,EMP11692,,R&D,MFA_FAILED,biometric,,LPT-11692,DEV18769,SID753363,True,WRONG PASSWORD,32.0,,LPT-11692,SID753363,mfa_failure
IAM00009066,2026-08-22 00:00:00+00:00,EMP11090,  pahal.bajwa31  ,Legal,LOGON_SUCCESS,mfa,58.173.202.113,VDR-11090.corp.local,,,True,NA,7.0,Maharashtra,VDR-11090,,login_success
IAM00003199,2026-08-16 01:06:42+00:00,EMP11763,rachita.baria48,Customer Care,SSO_SUCCESS,SSO,,LPT-11763.corp.local,DEV96017,SID834055,True,,8.0,Delhi,LPT-11763,SID834055,login_success
IAM00000489,2026-02-09 22:58:01+00:00,EMP12702,samuel.dubey7,Purchase,failed logon,sso,,LPT-12702.corp.local,DEV34262,,False,unknown user,91.0,Maharashtra,LPT-12702,,login_failed
IAM00001561,2026-03-09 18:42:55+00:00,EMP12340,gautami.contractor31,Information Technology,AUTH_FAILED,MFA,91.132.138.151,ws-12340,DEV40030,,no,NA,52.0,,WS-12340,,login_failed
IAM00002962,2026-08-12 05:14:34+00:00,EMP11969,theodore.pandya55,Compliance,failed logon,otp,,VDR-11969,,SID920261,True,OTP expired,99.0,IN,VDR-11969,SID920261,login_failed
IAM00004205,,EMP11732,andrew.tiwari53,Finance,LOGIN_SUCCESS,MFA,172.16.0.81,LPT-11732,DEV96063,SID937423,True,,7.0,Maharashtra,LPT-11732,SID937423,login_success
IAM00016854,2026-08-06 10:21:02+00:00,EMP12542,karan.bala49,Business Sales,AUTH_SUCCESS,certificate,192.168.131.128,lpt-12542,DEV29570,,False,NA,90.0,PB,LPT-12542,,login_success
IAM00007160,2026-08-11 05:04:02+00:00,EMP10408,akshay.sarraf2,Purchase,LOGIN_SUCCESS,PASSWORD,,WS-10408,DEV24748,SID111262,True,,21.0,remote,WS-10408,SID111262,login_success
IAM00005489,2026-09-09 00:00:00+00:00,EMP10644,,Cs,SSO_SUCCESS,OTP,,VDR-10644,DEV16461,SID299174,True,,90.0,UNKNOWN,VDR-10644,SID299174,login_success
IAM00016879,2026-09-03 17:26:44+00:00,EMP10625,dominic.loyal90,Supply Chain,MFA_FAILED,sso,11.132.112.165,ws-10625,DEV95820,,False,OTP expired,75.0,UNKNOWN,WS-10625,,mfa_failure
IAM00001518,2026-08-04 21:28:54+00:00,EMP12616,  widisha.maharaj57  ,Customer Care,invalid_credentials,Certificate,28.186.119.48,LPT-12616,DEV71339,SID850702,False,NA,49.0,,LPT-12616,SID850702,login_failed
IAM00007077,2026-08-04 17:16:00+00:00,EMP10899,raagini.anne95,Procurement Team,FAILED_LOGIN,biometric,,VDR-10899,DEV48112,SID246911,N,unknown user,49.0,Delhi,VDR-10899,SID246911,login_failed
IAM00005458,2026-09-06 16:29:35+00:00,EMP12567,sara.borah1,IT,AUTH_SUCCESS,sso,,vdr-12567,DEV78025,SID105890,True,,55.0,UNKNOWN,VDR-12567,SID105890,login_success
IAM00006809,2026-08-14 11:29:35+00:00,EMP12053,joshua.setty16,Hr Dept,PASSWORD_RESET,password,,LPT-12053,DEV27842,,no,NA,45.0,PB,LPT-12053,,other
IAM00003039,2026-09-06 00:00:00+00:00,EMP12575,nandini.kothari89,Marketing Dept,LOGIN_FAILED,SSO,172.16.90.151,LPT-12575,DEV85147,,False,expired password,100.0,IN,LPT-12575,,other
IAM00015302,2026-08-30 11:57:13+00:00,EMP10041,faris.randhawa53,Supply Chain,LOGIN_SUCCESS,SSO,152.85.194.26,LPT-10041,DEV33206,SID262183,True,,51.0,,LPT-10041,SID262183,login_success
IAM00018484,2026-08-18 00:00:00+00:00,EMP11241,bhavani.shetty89,It Support,LOGON_FAILURE,mfa,,WS-11241,,,False,timeout,81.0,,WS-11241,,login_failed
IAM00018771,2026-08-16 08:25:33+00:00,EMP12361,ethan.jani95,Legal,LOGIN_SUCCESS,OTP,,WS-12361.corp.local,DEV90800,SID975257,True,,75.0,Delhi,WS-12361,SID975257,login_success
IAM00009394,2026-08-16 14:44:43+00:00,EMP12872,divya.chakrabarti94,Rd,Login Success,BIOMETRIC,,WS-12872,DEV53325,,True,,38.0,ind,WS-12872,,other
IAM00005818,2026-08-09 17:35:12+00:00,EMP11005,xalak_gill58,Support,Login Failed,PASSWORD,192.168.254.246,LPT-11005,DEV85695,,N,bad token,,,LPT-11005,,login_failed
IAM00011790,2026-09-02 11:57:05+00:00,EMP12425,  jeet.rajagopalan64  ,R&D,DEVICE_REGISTERED,mfa,,LPT-12425,DEV51114,SID-152931,True,,8.0,Punjab,LPT-12425,SID152931,other
IAM00003788,2026-09-06 00:00:00+00:00,EMP12550,charan_vora9,Innovation,success_login,certificate,192.168.80.136,WS-12550,DEV50159,SID173210,Y,NA,25.0,Delhi,WS-12550,SID173210,login_success
IAM00007520,2026-08-24 09:08:00+00:00,EMP11175,david.jayaraman10,Innovation,invalid_credentials,certificate,59.106.244.77,LPT-11175,DEV13956,,N,unknown user,100.0,,LPT-11175,,login_failed
IAM00012596,2026-08-14 13:05:00+00:00,EMP11116,SNEHA.DEVI66,Call Center,LOGON_SUCCESS,certificate,172.16.140.103,LPT-11116,DEV90777,SID254130,yes,,56.0,India,LPT-11116,SID254130,login_success
IAM00006122,2026-08-16 05:24:19+00:00,EMP10000,vrinda.dua82,HR,success_login,sso,,ws-10000,DEV42098,SID774034,True,,36.0,remote,WS-10000,SID774034,login_success
IAM00002473,2026-08-09 00:00:00+00:00,EMP11361,inaya.sridhar38,HR,MFA_FAILED,PASSWORD,,WS-11361,DEV87526,,False,MFA failed,18.0,Delhi,WS-11361,,mfa_failure
IAM00008950,2026-08-26 21:28:49+00:00,EMP12651,AISHANI.PILLAI56,People Team,LOGON_SUCCESS,biometric,,lpt-12651,DEV41619,SID266649,True,,55.0,ind,LPT-12651,SID266649,login_success
IAM00012299,2026-02-08 00:20:36+00:00,EMP11271,krishna.hayre68,Support,LOGON_SUCCESS,password,172.16.190.112,LPT_11271,NA,,Y,,57.0,,LPT-11271,,login_success
IAM00005745,2026-08-10 03:25:00+00:00,EMP12259,yashasvi_mammen73,Procurement,LOGIN_FAILED,password,192.168.59.130,lpt-12259,,SID605772,False,OTP expired,11.0,Punjab,LPT-12259,SID605772,other
IAM00018008,2026-08-19 13:21:00+00:00,EMP11481,ikshita.roy54,Procurement Team,SSO_SUCCESS,SSO,172.16.14.89,WS-11481,DEV92611,SID320254,True,NA,38.0,UNKNOWN,WS-11481,SID320254,login_success
IAM00001749,,EMP11187,aarav.chakraborty53,Customer Care,LOGIN_SUCCESS,biometric,192.168.26.241,LPT-11187,DEV13104,SID452550,True,,22.0,Delhi,LPT-11187,SID452550,login_success
IAM00004361,,EMP10532,jack.mallick72,R&D,LOGON_SUCCESS,biometric,172.16.255.47,VDR-10532.corp.local,DEV82733,SID130713,Y,,100.0,UNKNOWN,VDR-10532,SID130713,login_success
IAM00011912,2026-09-02 12:36:44+00:00,EMP12083,mohini.minhas94,Procurement Team,failed logon,password,27.58.128.65,,,,False,,26.0,IN,LPT-12083,,login_failed
IAM00007488,2026-09-05 06:56:23+00:00,EMP11410,yagnesh.jayaraman45,Information Technology,SSO_SUCCESS,mfa,,WS-11410,DEV65858,SID126665,Y,NA,91.0,ind,WS-11410,SID126665,login_success
IAM00009495,2026-08-21 00:00:00+00:00,EMP11628,gautami.chaudhry69,Information Technology,LOGON_FAILURE,SSO,218.87.185.89,vdr-11628,DEV78679,,False,timeout,72.0,Delhi,VDR-11628,,login_failed
IAM00016130,2026-08-28 00:00:00+00:00,EMP11479,patrick.dewan49,Support,MFA_FAILED,MFA,,VDR-11479.corp.local,,,False,WRONG PASSWORD,7.0,,VDR-11479,,mfa_failure
IAM00006624,2026-08-22 00:00:00+00:00,EMP12023,balveer.babu77,Marketing,AUTH_SUCCESS,Certificate,93.5.23.48,VDR-12023,DEV27037,SID490307,yes,,9.0,Punjab,VDR-12023,SID490307,login_success
IAM00011241,2026-08-20 00:22:46+00:00,EMP11486,ETHAN.MUKHERJEE77,Procurement Team,LOGIN_SUCCESS,otp,192.168.37.192,WS-11486,DEV89929,,Y,,90.0,Punjab,WS-11486,,login_success
IAM00000434,2026-08-19 07:14:43+00:00,EMP11103,NAKSH.KHALSA84,Finance,LOGON_FAILURE,BIOMETRIC,,LPT-11103.corp.local,DEV43315,SID636873,True,account locked,83.0,Delhi,LPT-11103,SID636873,login_failed
IAM00008433,2026-08-08 00:00:00+00:00,EMP12607,alka.ranganathan93,Finance,ACCOUNT_UNLOCK,password,,LPT-12607,DEV25527,,False,,28.0,India,LPT-12607,,other
IAM00007472,2026-08-29 04:11:26+00:00,EMP10912,mohammed.devan20,Operations,LOGIN_SUCCESS,SSO,,,DEV26119,,True,NA,42.0,Delhi,LPT-10912,,login_success
IAM00013440,2026-08-07 09:57:00+00:00,EMP10912,mohammed.devan20,Operations,LOGON_SUCCESS,password,193.70.39.34,LPT_10912,DEV26119,SID249684,False,NA,100.0,DL,LPT-10912,SID249684,login_success
IAM00011698,2026-08-14 06:38:42+00:00,EMP12823,harinakshi.badami29,Customer Care,failed logon,SSO,,VDR-12823,DEV12135,SID-721150,N,invalid credentials,87.0,Maharashtra,VDR-12823,SID721150,login_failed
IAM00000631,2026-08-20 21:22:58+00:00,EMP11715,harinakshi.kohli18,Support,Successful Login,OTP,,ws-11715,DEV93142,SID445335,True,,77.0,,WS-11715,SID445335,login_success
IAM00015265,2026-08-06 07:53:57+00:00,EMP12300,JEEVIKA.BHARDWAJ87,Support,Successful Login,mfa,192.168.250.132,LPT-12300,DEV79966,SID852582,True,,100.0,,LPT-12300,SID852582,login_success
IAM00013101,2026-08-02 05:42:29+00:00,EMP12078,omya.comar71,Sales Dept,AUTH_FAILED,BIOMETRIC,172.16.231.210,LPT-12078,DEV44774,,False,OTP expired,30.0,Punjab,LPT-12078,,login_failed
IAM00017742,2026-08-25 17:59:51+00:00,EMP11824,pranav.kunda94,Procurement Team,AUTH_FAILED,sso,49.197.107.104,,DEV59535,,False,,100.0,Delhi,LPT-11824,,login_failed
IAM00015951,2026-09-09 03:13:00+00:00,EMP12579,  balveer.nair93  ,Information Technology,AUTH_SUCCESS,SSO,,VDR-12579,DEV22006,,N,,88.0,,VDR-12579,,login_success
IAM00012975,2026-08-02 00:00:00+00:00,EMP11584,indali.walla86,Compliance,AUTH_FAILED,certificate,,LPT-11584.corp.local,DEV87377,,no,unknown user,29.0,Delhi,LPT-11584,,login_failed
IAM00006481,2026-09-05 00:00:00+00:00,EMP10481,charles.majumdar25,Marketing,MFA_FAILED,SSO,176.102.16.180,VDR-10481,DEV19760,,N,MFA failed,28.0,DL,VDR-10481,,mfa_failure
IAM00017261,2026-08-06 22:51:28+00:00,EMP12359,RACHANA.SIBAL12,Legal,LOGON_FAILURE,PASSWORD,192.168.205.48,WS-12359,DEV65919,SID804703,no,,20.0,DL,WS-12359,SID804703,login_failed
IAM00010747,2026-08-21 17:53:44+00:00,EMP10020,pranit.raja29,HR,LOGIN_SUCCESS,biometric,,VDR-10020,DEV82603,SID722350,True,NA,100.0,DL,VDR-10020,SID722350,login_success
IAM00007865,2026-08-30 17:12:46+00:00,EMP11719,jack.solanki21,Sales Dept,success_login,BIOMETRIC,,WS-11719.corp.local,DEV35660,SID861543,True,NA,42.0,Punjab,WS-11719,SID861543,login_success
IAM00003464,2026-08-02 22:14:57+00:00,EMP12492,jonathan.krish81,Legal Dept,LOGIN_SUCCESS,mfa,192.168.120.141,LPT-12492,DEV89900,SID348160,True,,42.0,Delhi,LPT-12492,SID348160,login_success
IAM00003362,,EMP12873,  anusha.sengupta42  ,Operations,LOGON_SUCCESS,SSO,,WS-12873,DEV23090,SID434686,True,,9.0,,WS-12873,SID434686,login_success
IAM00010482,,EMP10772,  gagan.bhandari75  ,Operations,success_login,sso,192.168.203.134,VDR-10772,DEV97274,SID617458,True,NA,33.0,ind,VDR-10772,SID617458,login_success
IAM00005959,2026-08-28 03:09:57+00:00,EMP11421,BINA.KAR2,Sales,AUTH_SUCCESS,certificate,210.50.233.70,VDR-11421,DEV35544,SID502709,no,,6.0,DL,VDR-11421,SID502709,login_success
IAM00002168,2026-08-30 21:59:41+00:00,EMP12931,janya.bora79,Human Resource,failed logon,biometric,10.208.24.0,ws-12931,,,False,WRONG PASSWORD,,Punjab,WS-12931,,login_failed
IAM00002913,2026-08-28 01:25:22+00:00,EMP12887,gautam.ganguly1,Finance,ACCOUNT_LOCK,password,,,,,False,,28.0,,WS-12887,,other
IAM00016211,,EMP10152,finn.vig49,Support,FAILED_LOGIN,mfa,127.88.80.201,VDR-10152,DEV97562,SID-727162,False,MFA failed,8.0,remote,VDR-10152,SID727162,login_failed
IAM00006462,2026-08-17 06:43:07+00:00,EMP11190,yuvraj.mistry78,Customer Care,SSO_SUCCESS,MFA,192.168.58.86,LPT-11190,DEV54436,SID855192,True,NA,79.0,India,LPT-11190,SID855192,login_success
IAM00008238,2026-08-26 14:20:00+00:00,EMP12424,hamsini.chaudhry50,Mkt,LOGON_SUCCESS,mfa,192.168.118.201,LPT-12424,DEV98305,,1,,96.0,PB,LPT-12424,,login_success
IAM00010324,2026-08-14 14:37:05+00:00,EMP12638,rachana.tank4,R&D,AUTH_SUCCESS,password,195.176.102.229,VDR-12638,NA,SID113171,True,,62.0,IN,VDR-12638,SID113171,login_success
IAM00014965,2026-08-31 00:00:00+00:00,EMP12787,sachi_sane26,Cs,FAILED_LOGIN,sso,,LPT-12787,DEV70243,,yes,unknown user,17.0,remote,LPT-12787,,login_failed
IAM00003879,2026-09-06 22:14:54+00:00,EMP10430,dhruv.bose40,Legal,LOGON_SUCCESS,PASSWORD,,WS-10430,DEV86751,SID762311,True,,81.0,,WS-10430,SID762311,login_success
IAM00004426,,EMP11558,neelima.divan52,Brand Team,failed logon,Certificate,192.168.140.227,LPT-11558,DEV39651,,False,unknown user,11.0,India,LPT-11558,,login_failed
IAM00006244,2026-08-16 13:58:45+00:00,EMP12654,CHARVI.TELLA63,Human Resource,LOGIN_SUCCESS,sso,192.168.10.190,LPT-12654,DEV48604,SID572332,yes,,95.0,,LPT-12654,SID572332,login_success
IAM00019537,2026-08-07 20:46:57+00:00,EMP11835,yashoda.nair8,Legal,Login Failed,biometric,,WS-11835,NA,,False,,22.0,Maharashtra,WS-11835,,login_failed
IAM00014469,2026-09-03 06:08:17+00:00,EMP11200,xiti_sem41,Ops Team,SESSION_TERMINATED,OTP,192.168.85.58,LPT-11200,DEV72419,,True,NA,62.0,Maharashtra,LPT-11200,,other
IAM00005182,,EMP12067,QARIN.BHAGAT83,R&D,Login Failed,sso,,ws-12067,,,True,WRONG PASSWORD,20.0,PB,WS-12067,,login_failed
IAM00017778,,EMP12200,yatan.panchal49,Hr Dept,FAILED_LOGIN,mfa,,VDR-12200.corp.local,DEV92756,,yes,expired password,23.0,ind,VDR-12200,,login_failed
IAM00012722,2026-08-12 20:38:19+00:00,EMP11411,zaid.raval52,Marketing,LOGON_FAILURE,PASSWORD,,VDR-11411,DEV96424,,False,timeout,5.0,IN,VDR-11411,,login_failed
IAM00007406,2026-08-14 08:32:49+00:00,EMP10630,banjeet.vyas81,Mktg,LOGON_SUCCESS,SSO,,LPT-10630,DEV82737,SID606205,1,,28.0,India,LPT-10630,SID606205,login_success
IAM00000569,2026-08-24 22:12:00+00:00,EMP11760,kashvi.shere48,Customer Care,AUTH_SUCCESS,certificate,41.253.162.193,WS-11760,DEV14395,SID133045,1,,9.0,Punjab,WS-11760,SID133045,login_success
IAM00008928,2026-08-30 17:16:12+00:00,EMP12674,geetika.khurana37,Operations Dept,SSO_SUCCESS,MFA,,WS-12674,DEV86139,,True,,81.0,,WS-12674,,login_success
IAM00016494,2026-08-05 07:38:50+00:00,EMP12098,caleb.pandit47,Compliance,FAILED_LOGIN,otp,172.16.73.216,LPT-12098,DEV37788,,no,expired password,44.0,remote,LPT-12098,,login_failed
IAM00016708,2026-08-06 20:50:00+00:00,EMP10291,  upasna.krishnamurthy12  ,Finance,LOGON_SUCCESS,BIOMETRIC,47.209.215.125,VDR-10291,,SID242146,yes,,100.0,IN,VDR-10291,SID242146,login_success
IAM00011442,2026-06-08 13:02:53+00:00,EMP12807,damyanti.wali52,Business Sales,Login Success,Certificate,,LPT-12807,DEV24606,,1,NA,22.0,PB,LPT-12807,,other
IAM00019610,2026-08-03 04:04:41+00:00,EMP11232,gaurangi.mistry16,Business Sales,success_login,MFA,,vdr-11232,DEV13019,SID252707,True,,86.0,remote,VDR-11232,SID252707,login_success
IAM00018375,2026-09-02 08:06:00+00:00,EMP10649,  tejas.narula94  ,Support,AUTH_SUCCESS,MFA,45.237.26.118,WS-10649,DEV82134,SID439262,True,,100.0,PB,WS-10649,SID439262,login_success
IAM00007764,,EMP10063,ira.tara4,Hr Dept,MFA_FAILED,biometric,192.168.49.249,WS-10063,DEV33819,,False,WRONG PASSWORD,88.0,Punjab,WS-10063,,mfa_failure
IAM00005443,,EMP12354,gagan.raman49,Operations Dept,LOGIN_SUCCESS,PASSWORD,172.16.233.41,LPT-12354,DEV77173,SID146309,True,,90.0,,LPT-12354,SID146309,login_success
IAM00013435,2026-09-02 10:23:00+00:00,EMP12678,aadhya.saraf43,Procurement Team,LOGON_FAILURE,sso,,vdr-12678,DEV88793,,False,account locked,22.0,DL,VDR-12678,,login_failed
IAM00001104,,EMP11339,mitesh.koshy47,Brand Team,LOGON_SUCCESS,sso,,VDR_11339,DEV89691,SID949885,True,,91.0,ind,VDR-11339,SID949885,login_success
IAM00007696,2026-09-03 11:53:59+00:00,EMP10633,,Sales,Login Success,MFA,22.27.16.208,VDR-10633,DEV78656,SID740436,True,,54.0,,VDR-10633,SID740436,other
IAM00000848,2026-08-24 05:16:03+00:00,EMP12007,rajata.sem34,Purchase,invalid_credentials,OTP,202.56.119.107,,DEV85865,SID566415,False,wrong_password,58.0,Punjab,LPT-12007,SID566415,login_failed
IAM00006427,2026-08-20 17:32:35+00:00,EMP12837,amara.kade96,R&D,LOGIN_FAILED,biometric,23.70.194.227,VDR-12837,DEV21626,SID213399,False,account locked,8.0,IN,VDR-12837,SID213399,other
IAM00013203,2026-09-03 00:00:00+00:00,EMP11519,JAGVI.KAR22,Finance,success_login,SSO,172.16.34.91,LPT_11519,DEV52687,SID691778,False,,0.0,UNKNOWN,LPT-11519,SID691778,login_success
IAM00001165,2026-08-22 03:08:00+00:00,EMP12803,,Legal,LOGON_FAILURE,OTP,61.4.94.173,VDR-12803,DEV89314,,no,timeout,30.0,PB,VDR-12803,,login_failed
