log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_norm,session_id_norm
FW000022376,2026-09-02 18:24:24+00:00,LPT-11775,,200.34.180.236,3306.0,1433.0,tcp,allow,5832438.0,45352222.0,SID485189,False,block_tor_exit,India,LPT-11775,SID485189
FW000006535,2026-08-25 23:39:59+00:00,LPT-12871,,89.115.173.12,135.0,,udp,allow,,,,False,DENY_TELNET,IN,LPT-12871,
FW000025157,2026-08-14 18:24:02+00:00,WS-11444,192.168.57.139,172.16.235.190,3389.0,135.0,TCP/6,allow,40437.0,29.0,SID832980,False,allow_office_apps,Russia,WS-11444,SID832980
FW000014195,2026-08-26 16:16:00+00:00,VDR_10735,60.240.156.227,,1433.0,3389.0,TCP/6,allow,,19.0,SID136123,False,ALLOW_INTERNAL_DNS,RU,VDR-10735,SID136123
FW000028187,,VDR-11232,115.32.103.105,,135.0,445.0,TCP,allow,19871156.0,16.0,SID686966,True,UNKNOWN,United States,VDR-11232,SID686966
FW000023453,2026-08-02 00:00:00+00:00,WS-11365,44.39.94.55,,443.0,,6,deny,,32462703.0,SID841518,False,UNKNOWN,CN,WS-11365,SID841518
FW000025153,2026-08-14 00:00:00+00:00,lpt-12029,,192.168.243.124,,443.0,TCP,allow,28.0,40174.0,SID967185,False,UNKNOWN,Russia,LPT-12029,SID967185
FW000001119,2026-08-18 15:46:37+00:00,VDR-12193,,,22.0,445.0,UDP,deny,45981.0,17614037.0,SID440161,False,ALLOW_INTERNAL_DNS,Russia,VDR-12193,SID440161
FW000008189,2026-09-04 00:00:00+00:00,LPT-11483,,192.168.155.143,8443.0,3306.0,udp,allow,33835970.0,4.0,SID245803,False,ALLOW_WEB,United States,LPT-11483,SID245803
FW000021837,2026-08-13 05:49:36+00:00,WS_10893,192.168.98.12,,,22.0,TCP,deny,29649942.0,,SID551800,False,UNKNOWN,Russia,WS-10893,SID551800
FW000024657,2026-08-24 00:00:00+00:00,VDR-12243,192.168.255.112,25.87.211.74,8080.0,25.0,TCP/6,allow,16365.0,33.0,SID749261,False,MONITOR_DB_ACCESS,RU,VDR-12243,SID749261
FW000003807,2026-08-09 04:08:43+00:00,VDR-10495,,136.109.48.105,,8080.0,6,allow,21100625.0,,SID367486,False,,ind,VDR-10495,SID367486
FW000012637,,WS-10934,,,,443.0,TCP/6,allow,4562837.0,38.0,SID-853999,False,,China,WS-10934,SID853999
FW000000627,,WS-10820,,192.168.216.37,53.0,445.0,tcp,deny,17731652.0,1578702.0,,False,ALLOW_INTERNAL_DNS,United States,WS-10820,
FW000015245,2026-09-04 00:00:00+00:00,VDR-12803,,62.116.167.103,80.0,135.0,TCP,allow,27.0,36.0,SID811402,False,allow_office_apps,United States,VDR-12803,SID811402
FW000021999,2026-01-09 11:31:42+00:00,LPT-10188,96.140.84.123,132.78.183.162,3306.0,,TCP,allow,21722047.0,7.0,SID905016,False,UNKNOWN,US,LPT-10188,SID905016
FW000021267,2026-08-20 21:47:43+00:00,VDR-11231,,192.168.230.149,,,udp,deny,,49094535.0,SID484241,False,ALLOW_INTERNAL_DNS,China,VDR-11231,SID484241
FW000015405,2026-08-21 20:48:00+00:00,LPT-10008,,172.16.221.205,1433.0,80.0,17,allow,11.0,48945346.0,,False,,India,LPT-10008,
FW000011763,2026-09-08 00:00:00+00:00,VDR-10952,192.168.81.38,18.70.217.205,443.0,53.0,tcp,deny,43894661.0,30749.0,SID667759,False,allow_office_apps,ind,VDR-10952,SID667759
FW000020743,2026-08-13 14:08:36+00:00,WS-11723,192.168.17.126,50.60.37.108,25.0,,1,allow,,33874836.0,,True,allow_office_apps,ind,WS-11723,
FW000007577,2026-08-12 01:46:21+00:00,LPT-10741,172.16.150.73,172.16.50.148,,53.0,udp,allow,4776334.0,1.0,SID534457,False,ALLOW_INTERNAL_DNS,IN,LPT-10741,SID534457
FW000014972,2026-08-04 00:00:00+00:00,VDR-10146,,192.168.45.134,,80.0,TCP/6,allow,16681301.0,45654091.0,SID774952,False,block_tor_exit,IN,VDR-10146,SID774952
FW000009572,2026-09-07 18:14:11+00:00,VDR-12178,,172.16.192.77,3389.0,443.0,tcp,allow,,,SID825710,False,ALLOW_INTERNAL_DNS,,VDR-12178,SID825710
FW000016846,2026-08-09 11:45:00+00:00,vdr-11676,,32.249.211.16,3389.0,22.0,TCP,deny,21551181.0,45353662.0,SID942842,False,,unknown,VDR-11676,SID942842
FW000025454,2026-08-08 02:36:23+00:00,LPT-10327,,,3389.0,3389.0,tcp,allow,37223028.0,37730079.0,,False,UNKNOWN,CN,LPT-10327,
FW000014738,2026-08-26 00:00:00+00:00,WS-11098,,,,53.0,UDP/17,allow,23323109.0,4365.0,,False,UNKNOWN,US,WS-11098,
FW000017506,2026-09-04 14:21:34+00:00,vdr-10710,,,3389.0,,6,deny,24707164.0,43.0,SID368796,False,block_tor_exit,ind,VDR-10710,SID368796
FW000004646,2026-09-06 00:00:00+00:00,LPT-10852,,172.16.153.183,8443.0,80.0,TCP,deny,6796715.0,22.0,sid776232,False,BLOCK_EXTERNAL_RDP,RU,LPT-10852,SID776232
FW000002533,2026-09-09 23:18:13+00:00,VDR_12770,,178.144.246.75,,,udp,allow,,28340633.0,SID467419,True,DENY_TELNET,US,VDR-12770,SID467419
FW000016133,2026-08-12 00:00:00+00:00,LPT-11571,,147.24.178.226,445.0,,6,allow,40509676.0,26921785.0,SID704410,False,allow_office_apps,ind,LPT-11571,SID704410
FW000020388,2026-09-02 09:46:16+00:00,vdr-10123,,187.63.43.177,8443.0,,tcp,allow,17736461.0,36448430.0,SID298041,False,BLOCK_EXTERNAL_RDP,United States,VDR-10123,SID298041
FW000022963,2026-08-26 15:18:00+00:00,LPT-12229,,133.107.105.113,135.0,8080.0,TCP,allow,8.0,,,False,allow_office_apps,unknown,LPT-12229,
FW000015020,2026-08-31 15:10:00+00:00,WS-10253,,,,25.0,tcp,allow,31774808.0,29919076.0,SID641620,False,DENY_TELNET,China,WS-10253,SID641620
FW000004394,2026-08-30 00:00:00+00:00,WS-11039,,172.16.78.241,8080.0,8080.0,UDP/17,allow,12164354.0,6.0,SID953913,True,block_tor_exit,US,WS-11039,SID953913
FW000028645,2026-08-27 19:02:40+00:00,VDR-11224,,69.192.241.192,135.0,,TCP,allow,15147767.0,19134664.0,SID948521,True,block_tor_exit,Russia,VDR-11224,SID948521
FW000017123,,VDR-10165,,,25.0,,TCP,deny,2.0,14697721.0,SID-784675,False,UNKNOWN,IN,VDR-10165,SID784675
FW000026312,2026-08-05 11:04:11+00:00,WS-11053,,,8443.0,,6,allow,35.0,43601837.0,SID196051,False,allow_office_apps,RU,WS-11053,SID196051
FW000000448,2026-09-03 00:00:00+00:00,,,,22.0,,tcp,allow,20014527.0,10.0,SID883753,False,allow_office_apps,Russia,,SID883753
FW000025145,2026-08-21 07:31:55+00:00,WS-11293,,192.168.125.32,,135.0,6,deny,4325817.0,29.0,SID218325,False,block_tor_exit,India,WS-11293,SID218325
FW000014682,,,192.168.157.221,192.168.158.2,,,UDP/17,deny,6.0,6199157.0,SID942846,False,,,,SID942846
FW000005679,2026-08-23 22:00:01+00:00,LPT-10479,149.193.80.55,,80.0,445.0,TCP/6,deny,,38579990.0,sid790315,False,,ind,LPT-10479,SID790315
FW000022508,2026-08-06 11:18:00+00:00,ws-12713,172.16.209.159,,135.0,,udp,allow,45891930.0,42051057.0,SID232561,False,,United States,WS-12713,SID232561
FW000017677,2026-08-23 07:30:12+00:00,,118.21.207.185,58.77.1.224,1433.0,3389.0,6,allow,5.0,15325763.0,SID401359,False,DENY_TELNET,IN,,SID401359
FW000006984,2026-08-28 06:55:44+00:00,LPT_10212,172.16.125.220,172.16.242.148,80.0,53.0,17,allow,19561024.0,,SID-985971,False,,CN,LPT-10212,SID985971
FW000021739,2026-08-01 00:00:00+00:00,VDR-12926,192.168.98.228,172.16.195.67,53.0,22.0,6,allow,31296896.0,3189449.0,SID647014,False,,,VDR-12926,SID647014
FW000019237,2026-09-03 03:00:11+00:00,VDR-12613,,,53.0,8080.0,tcp,allow,7363994.0,28261737.0,sid892894,False,,,VDR-12613,SID892894
FW000011903,2026-08-24 14:31:22+00:00,LPT-10863,16.129.136.65,172.16.111.90,,135.0,TCP/6,allow,21018617.0,11290291.0,SID335300,False,BLOCK_EXTERNAL_RDP,CN,LPT-10863,SID335300
FW000015244,2026-09-07 09:01:00+00:00,WS-12715,172.16.87.55,,,,ping,allow,45992320.0,14.0,SID174466,False,ALLOW_WEB,Russia,WS-12715,SID174466
FW000022083,2026-04-08 23:10:48+00:00,VDR-10825.corp.local,,172.16.55.204,443.0,3306.0,TCP,allow,17711396.0,38894007.0,SID746901,False,UNKNOWN,ind,VDR-10825,SID746901
FW000028337,,WS-12671,,,445.0,135.0,TCP,deny,40526.0,4475346.0,SID413088,False,ALLOW_INTERNAL_DNS,India,WS-12671,SID413088
FW000009805,2026-08-22 06:56:46+00:00,ws-12393,,190.240.39.87,443.0,135.0,6,allow,10631216.0,38666.0,,False,MONITOR_DB_ACCESS,India,WS-12393,
FW000016974,2026-08-06 12:57:03+00:00,WS-11565,172.16.243.173,,53.0,80.0,6,allow,2030370.0,30.0,SID397183,False,,IN,WS-11565,SID397183
FW000015607,2026-09-01 00:00:00+00:00,WS-10531,,172.16.43.229,3389.0,1433.0,6,allow,48026635.0,34.0,,False,MONITOR_DB_ACCESS,China,WS-10531,
FW000011678,2026-08-11 09:50:00+00:00,lpt-12171,,,8080.0,,TCP/6,deny,39908018.0,22.0,,False,ALLOW_WEB,China,LPT-12171,
FW000028957,2026-08-05 15:27:00+00:00,LPT-10717,192.168.104.132,,8080.0,22.0,TCP/6,allow,27.0,36992.0,sid762663,False,MONITOR_DB_ACCESS,unknown,LPT-10717,SID762663
FW000027547,2026-08-31 06:17:30+00:00,WS-11223,28.37.90.217,,25.0,,TCP,deny,32996946.0,39.0,SID612741,False,,IN,WS-11223,SID612741
FW000027746,2026-08-30 22:50:46+00:00,VDR-12579.corp.local,78.145.220.220,,,25.0,tcp,allow,6.0,1616300.0,SID590661,False,ALLOW_INTERNAL_DNS,China,VDR-12579,SID590661
FW000016794,2026-09-08 19:36:28+00:00,LPT-12016,118.177.93.63,,80.0,53.0,UDP,allow,,38933443.0,SID142569,False,,,LPT-12016,SID142569
FW000018924,2026-08-25 20:01:01+00:00,WS-10263,,172.16.67.123,8080.0,,ICMP,allow,11494785.0,9443184.0,,False,allow_office_apps,CN,WS-10263,
FW000013540,2026-08-10 07:40:08+00:00,WS-11974,192.168.237.18,,,,TCP,allow,23833661.0,,SID970142,True,UNKNOWN,India,WS-11974,SID970142
FW000011789,2026-08-09 08:20:07+00:00,WS-10534,192.168.107.29,,,,TCP/6,deny,1795.0,40.0,SID-874372,False,,,WS-10534,SID874372
FW000022577,2026-08-10 07:13:57+00:00,LPT-10769,172.16.248.250,,25.0,443.0,UDP,deny,9211303.0,12.0,SID562748,False,ALLOW_INTERNAL_DNS,unknown,LPT-10769,SID562748
FW000016138,2026-08-08 20:16:00+00:00,WS-12736,,,8443.0,3389.0,tcp,allow,44655400.0,5.0,SID-478525,False,BLOCK_EXTERNAL_RDP,unknown,WS-12736,SID478525
FW000028781,2026-08-05 00:47:18+00:00,ws-10831,172.16.221.50,56.67.156.172,22.0,3389.0,tcp,allow,20.0,6.0,SID780691,False,,Russia,WS-10831,SID780691
FW000026466,2026-08-16 09:36:00+00:00,LPT-10469,193.99.156.177,,1433.0,,6,allow,13.0,17325848.0,SID217448,False,MONITOR_DB_ACCESS,unknown,LPT-10469,SID217448
FW000021718,2026-08-24 15:40:04+00:00,LPT-10452,172.16.215.101,16.123.8.83,53.0,22.0,tcp,allow,25315131.0,48063596.0,SID410115,False,ALLOW_INTERNAL_DNS,IN,LPT-10452,SID410115
FW000023769,2026-08-02 07:14:22+00:00,WS-11044,193.141.88.220,192.168.210.128,,3306.0,TCP,allow,18815.0,34.0,SID721298,False,,,WS-11044,SID721298
FW000024899,2026-08-20 16:49:52+00:00,VDR-11021.corp.local,,192.168.242.57,,3389.0,TCP,allow,,8304132.0,,False,ALLOW_WEB,CN,VDR-11021,
FW000011528,2026-09-08 12:54:09+00:00,VDR-12122,,,135.0,8080.0,TCP/6,deny,12932444.0,,sid942740,False,ALLOW_WEB,,VDR-12122,SID942740
FW000007421,2026-08-14 00:00:00+00:00,WS-10617,,172.16.111.240,53.0,,udp,allow,,,SID393675,True,allow_office_apps,unknown,WS-10617,SID393675
FW000007648,,VDR_12552,,,53.0,1433.0,udp,deny,33466194.0,13.0,SID472711,False,,unknown,VDR-12552,SID472711
FW000000274,2026-08-24 09:27:00+00:00,LPT-12060,192.168.199.128,192.168.79.95,22.0,53.0,TCP/6,allow,18413134.0,10768725.0,SID135611,False,block_tor_exit,unknown,LPT-12060,SID135611
FW000013154,2026-08-07 04:42:30+00:00,WS-10540,,,1433.0,,tcp,allow,15.0,26013750.0,SID829217,False,BLOCK_EXTERNAL_RDP,CN,WS-10540,SID829217
FW000015054,2026-08-17 19:20:42+00:00,LPT_11792,10.37.174.0,,8080.0,8443.0,TCP/6,allow,3.0,34.0,SID964905,False,ALLOW_WEB,IN,LPT-11792,SID964905
FW000006978,2026-09-07 16:48:24+00:00,VDR-12490,,,8080.0,80.0,udp,allow,6447870.0,1.0,SID343227,False,DENY_TELNET,,VDR-12490,SID343227
FW000004266,2026-08-29 22:43:09+00:00,LPT-12993,209.58.124.155,,53.0,,17,allow,,1680803.0,SID468875,False,ALLOW_WEB,,LPT-12993,SID468875
FW000009000,2026-08-04 15:35:13+00:00,LPT-12735,,151.177.176.250,445.0,3389.0,tcp,allow,,35420743.0,SID361436,False,BLOCK_EXTERNAL_RDP,IN,LPT-12735,SID361436
FW000003519,2026-09-05 13:07:14+00:00,VDR-12342,185.89.236.77,172.16.83.239,22.0,8080.0,TCP/6,allow,29.0,21549744.0,SID-669876,False,ALLOW_WEB,RU,VDR-12342,SID669876
FW000028651,2026-08-13 12:17:38+00:00,WS-12261,,192.168.90.205,445.0,22.0,17,allow,19.0,43211444.0,SID141861,False,,United States,WS-12261,SID141861
FW000027959,2026-08-05 04:09:47+00:00,VDR-11779,,,,3306.0,TCP/6,allow,46144140.0,8.0,sid257335,False,block_tor_exit,unknown,VDR-11779,SID257335
FW000017965,,WS-10397,153.46.113.85,,8080.0,135.0,tcp,allow,28121545.0,21.0,SID-312477,False,ALLOW_WEB,,WS-10397,SID312477
FW000029749,2026-08-24 02:40:31+00:00,WS-10739,,80.212.155.45,,25.0,tcp,allow,30562714.0,43873638.0,SID103702,False,DENY_TELNET,ind,WS-10739,SID103702
FW000003799,2026-09-06 22:41:14+00:00,lpt-11138,22.100.242.160,,22.0,25.0,6,deny,25960187.0,16.0,SID285337,False,BLOCK_EXTERNAL_RDP,CN,LPT-11138,SID285337
FW000013036,2026-08-27 00:00:00+00:00,WS-10281,,172.16.156.241,8080.0,,TCP/6,allow,24820180.0,,,True,BLOCK_EXTERNAL_RDP,RU,WS-10281,
FW000012108,2026-08-28 18:42:09+00:00,WS-10774,,20.104.162.65,8080.0,445.0,TCP/6,deny,10214055.0,36872718.0,SID520954,False,DENY_TELNET,United States,WS-10774,SID520954
FW000018423,2026-08-27 11:09:27+00:00,VDR-11942,,,3389.0,135.0,6,allow,41591838.0,33869833.0,SID-245060,False,ALLOW_WEB,,VDR-11942,SID245060
FW000001488,2026-08-31 12:01:15+00:00,lpt-11668,52.29.99.141,,443.0,3306.0,17,allow,31133.0,36076930.0,SID622128,False,block_tor_exit,United States,LPT-11668,SID622128
FW000009738,2026-08-31 19:49:23+00:00,LPT-11857,,172.16.24.19,8443.0,,TCP/6,allow,9277194.0,,SID205764,False,,unknown,LPT-11857,SID205764
FW000013039,2026-01-09 20:21:10+00:00,LPT_12107,,,8080.0,,TCP,allow,24354757.0,42318597.0,SID281995,False,allow_office_apps,United States,LPT-12107,SID281995
FW000008780,,LPT-12532,,55.18.159.171,,,tcp,allow,13.0,4095722.0,,False,BLOCK_EXTERNAL_RDP,,LPT-12532,
FW000003830,2026-08-29 00:00:00+00:00,WS-11018,,172.16.119.76,135.0,25.0,6,deny,23220695.0,,SID214070,False,block_tor_exit,China,WS-11018,SID214070
FW000028318,2026-08-04 23:23:00+00:00,WS-10243,,,,135.0,UDP,allow,6840123.0,21678770.0,SID421941,False,MONITOR_DB_ACCESS,Russia,WS-10243,SID421941
FW000010291,2026-08-01 17:02:00+00:00,LPT-10395,,,25.0,80.0,tcp,deny,39.0,33604.0,,False,,IN,LPT-10395,
FW000025905,2026-08-12 00:00:00+00:00,WS-12397,172.16.145.54,172.16.164.50,,8443.0,6,allow,40290497.0,,,False,allow_office_apps,India,WS-12397,
FW000014394,2026-08-29 01:57:54+00:00,WS-11867,,,,3306.0,TCP/6,deny,19565239.0,5.0,SID633043,False,DENY_TELNET,IN,WS-11867,SID633043
FW000019931,2026-09-09 02:58:00+00:00,WS-10770,,,1433.0,135.0,6,allow,4199253.0,,SID539025,False,MONITOR_DB_ACCESS,,WS-10770,SID539025
FW000019109,2026-09-03 01:39:01+00:00,vdr-12707,,172.16.164.130,,,TCP,allow,40337777.0,14715650.0,SID-738468,False,allow_office_apps,ind,VDR-12707,SID738468
FW000009562,2026-08-25 05:37:42+00:00,VDR-12493.corp.local,,177.145.95.19,,,TCP,allow,45638842.0,8017977.0,SID344316,False,BLOCK_EXTERNAL_RDP,IN,VDR-12493,SID344316
FW000002468,2026-08-05 00:00:00+00:00,VDR-10248,,,3389.0,445.0,6,deny,,8016548.0,SID925677,False,BLOCK_EXTERNAL_RDP,ind,VDR-10248,SID925677
FW000006822,2026-08-21 18:07:53+00:00,ws-11080,222.130.37.171,124.29.150.40,443.0,25.0,udp,allow,49950402.0,46.0,SID451144,False,ALLOW_INTERNAL_DNS,China,WS-11080,SID451144
FW000027262,2026-09-09 12:22:56+00:00,LPT-10197,172.16.171.144,30.241.41.32,,,6,allow,12440037.0,21932853.0,SID717306,False,,IN,LPT-10197,SID717306
FW000001913,2026-08-29 03:04:43+00:00,LPT-11116,172.16.73.205,,3306.0,1433.0,6,allow,15.0,25069913.0,SID657996,False,ALLOW_WEB,US,LPT-11116,SID657996
FW000015956,,LPT-12085,192.168.185.249,82.47.7.4,80.0,8443.0,tcp,allow,29361129.0,48071099.0,SID327963,False,ALLOW_WEB,IN,LPT-12085,SID327963
FW000016225,2026-09-07 00:00:00+00:00,VDR-11524,,62.18.49.89,443.0,22.0,TCP/6,deny,12457526.0,33382748.0,sid502646,False,MONITOR_DB_ACCESS,CN,VDR-11524,SID502646
FW000026172,2026-08-26 00:00:00+00:00,WS-11550,,172.16.244.200,,80.0,6,allow,36280819.0,,,False,ALLOW_WEB,CN,WS-11550,
FW000003223,2026-08-07 18:05:40+00:00,VDR-12519,,172.16.89.17,,8443.0,TCP,allow,22455061.0,17707162.0,sid122133,False,,Russia,VDR-12519,SID122133
FW000029225,,VDR-10478,217.216.97.244,,1433.0,,TCP,allow,6290.0,2.0,sid933341,False,block_tor_exit,CN,VDR-10478,SID933341
FW000015300,2026-08-07 00:00:00+00:00,LPT-12471.corp.local,,192.168.65.87,8443.0,,6,allow,42730762.0,,SID163115,False,allow_office_apps,unknown,LPT-12471,SID163115
FW000002919,2026-08-25 01:44:18+00:00,LPT-11138,,,8443.0,,tcp,deny,37270428.0,40.0,SID-391363,False,block_tor_exit,ind,LPT-11138,SID391363
FW000023027,2026-08-19 00:00:00+00:00,WS-12715,,,1433.0,8080.0,TCP/6,allow,26332668.0,11151024.0,SID314016,False,block_tor_exit,CN,WS-12715,SID314016
FW000023902,2026-08-15 23:17:00+00:00,LPT-12654,211.108.106.156,,1433.0,25.0,tcp,deny,48.0,,SID867642,False,MONITOR_DB_ACCESS,IN,LPT-12654,SID867642
FW000029238,,LPT-10639,168.163.90.79,72.164.108.182,135.0,22.0,UDP,allow,40375657.0,18850602.0,SID964160,False,ALLOW_WEB,unknown,LPT-10639,SID964160
FW000016267,2026-09-06 02:33:55+00:00,LPT-12735,,,8443.0,53.0,6,allow,11696601.0,37.0,SID927199,False,ALLOW_WEB,RU,LPT-12735,SID927199
FW000014834,2026-08-05 19:13:51+00:00,LPT-11004,172.16.52.207,,25.0,22.0,udp,allow,4306076.0,49686796.0,SID343905,False,MONITOR_DB_ACCESS,,LPT-11004,SID343905
FW000020157,2026-08-04 21:20:46+00:00,WS_12385,10.236.31.0,,,3306.0,TCP/6,allow,48.0,,,False,DENY_TELNET,CN,WS-12385,
FW000025527,2026-09-01 23:41:01+00:00,WS-12910,14.118.123.101,,,445.0,TCP/6,allow,,10503.0,SID656013,False,BLOCK_EXTERNAL_RDP,United States,WS-12910,SID656013
FW000009503,2026-08-10 21:43:03+00:00,LPT-10742,200.193.187.20,,22.0,80.0,TCP,allow,25309.0,11.0,SID265901,False,,unknown,LPT-10742,SID265901
FW000019927,2026-08-18 13:02:00+00:00,,172.16.82.150,,,8443.0,TCP,deny,,42955889.0,SID946553,True,block_tor_exit,Russia,,SID946553
FW000005585,2026-08-21 06:10:18+00:00,LPT-10987,192.168.232.96,85.14.178.116,443.0,22.0,TCP,deny,23696318.0,30696.0,,False,BLOCK_EXTERNAL_RDP,,LPT-10987,
FW000015777,2026-09-01 00:00:00+00:00,VDR-10295,172.16.59.204,192.168.182.253,445.0,135.0,tcp,allow,4.0,2105.0,SID664328,False,UNKNOWN,ind,VDR-10295,SID664328
FW000000844,2026-08-29 00:00:00+00:00,LPT-12687,172.16.215.221,,22.0,,17,allow,42647526.0,11767470.0,SID611867,False,allow_office_apps,unknown,LPT-12687,SID611867
FW000008212,2026-08-17 19:18:45+00:00,WS-12912,172.16.86.164,172.16.107.40,135.0,25.0,1,deny,34.0,28126921.0,SID675357,False,,India,WS-12912,SID675357
FW000001661,2026-08-06 03:53:00+00:00,LPT-10976.corp.local,29.233.2.223,,,8080.0,17,allow,,46607228.0,,False,DENY_TELNET,ind,LPT-10976,
FW000014564,2026-08-12 15:41:00+00:00,VDR-10363,172.16.196.89,172.16.3.117,,,TCP/6,allow,37.0,28012683.0,SID145977,False,allow_office_apps,CN,VDR-10363,SID145977
FW000023850,2026-08-22 21:23:00+00:00,VDR-10562,172.16.250.192,,80.0,8080.0,6,deny,13794945.0,24746790.0,SID219866,False,DENY_TELNET,RU,VDR-10562,SID219866
FW000008197,2026-08-13 00:31:40+00:00,VDR_12190,192.168.138.206,172.16.145.211,135.0,3306.0,tcp,deny,26494022.0,9913311.0,SID342967,False,UNKNOWN,RU,VDR-12190,SID342967
FW000020462,2026-09-08 21:51:29+00:00,LPT-10616,,,,,TCP,allow,36.0,42885.0,SID-592542,True,allow_office_apps,CN,LPT-10616,SID592542
FW000013703,,,172.16.115.19,,,,UDP/17,allow,,10336440.0,SID774146,False,BLOCK_EXTERNAL_RDP,India,,SID774146
FW000014054,2026-08-25 02:22:40+00:00,WS-12523,172.16.134.25,147.83.98.143,135.0,25.0,udp,allow,38797118.0,,SID213514,False,ALLOW_INTERNAL_DNS,,WS-12523,SID213514
FW000029893,2026-08-05 09:14:28+00:00,LPT-12355,172.16.91.208,172.16.149.248,3306.0,22.0,tcp,allow,,30905543.0,SID688406,False,ALLOW_INTERNAL_DNS,India,LPT-12355,SID688406
FW000023051,2026-09-07 22:17:30+00:00,VDR-10701,192.168.106.116,194.36.77.125,3306.0,,udp,allow,28851873.0,,SID209959,False,ALLOW_WEB,United States,VDR-10701,SID209959
FW000024353,2026-09-09 20:55:54+00:00,WS_10242,,172.16.203.113,3389.0,8443.0,TCP,allow,8816847.0,29679309.0,sid884290,False,UNKNOWN,,WS-10242,SID884290
FW000010393,2026-08-24 07:48:42+00:00,vdr-12776,10.81.110.0,,443.0,445.0,tcp,allow,39.0,5989740.0,SID870677,False,BLOCK_EXTERNAL_RDP,CN,VDR-12776,SID870677
FW000027172,2026-09-07 00:50:25+00:00,WS-10048,,192.168.16.11,22.0,,6,allow,31391699.0,865630.0,sid439408,False,ALLOW_WEB,,WS-10048,SID439408
FW000022022,2026-08-08 08:55:43+00:00,VDR-10701,,,22.0,,TCP,allow,14008555.0,36123066.0,SID483679,False,block_tor_exit,Russia,VDR-10701,SID483679
FW000029374,,LPT-12782,76.249.179.135,,,22.0,6,allow,21428579.0,32989525.0,SID718096,False,,ind,LPT-12782,SID718096
FW000006146,2026-08-03 06:30:51+00:00,WS-11354,61.66.111.33,,,3306.0,tcp,allow,22394762.0,30371.0,,False,MONITOR_DB_ACCESS,United States,WS-11354,
FW000011598,2026-08-29 09:54:56+00:00,VDR-11003,192.168.129.73,192.168.204.139,3306.0,,6,allow,3739113.0,42772682.0,,False,MONITOR_DB_ACCESS,IN,VDR-11003,
FW000028421,,VDR-12693,192.168.97.140,172.16.148.35,8080.0,8443.0,UDP/17,allow,42231154.0,21697352.0,SID602310,False,MONITOR_DB_ACCESS,RU,VDR-12693,SID602310
FW000004230,2026-08-01 03:45:51+00:00,WS-12717,172.16.128.98,192.168.125.197,3389.0,1433.0,tcp,deny,28843659.0,,SID551144,False,BLOCK_EXTERNAL_RDP,CN,WS-12717,SID551144
FW000014788,2026-08-16 00:00:00+00:00,VDR-11999,172.16.118.134,,445.0,8080.0,TCP/6,allow,23296693.0,6210269.0,,False,,Russia,VDR-11999,
FW000009586,2026-08-17 12:49:09+00:00,VDR-12150,,,,25.0,17,allow,40395327.0,9660575.0,SID595531,False,,ind,VDR-12150,SID595531
FW000014042,2026-08-10 14:11:21+00:00,WS-10392,172.16.51.54,95.63.126.46,25.0,3389.0,17,allow,46894569.0,26691672.0,SID764765,False,allow_office_apps,India,WS-10392,SID764765
FW000008031,2026-08-22 00:00:00+00:00,VDR-10273,,,53.0,443.0,TCP/6,deny,34.0,1588662.0,SID234920,False,allow_office_apps,CN,VDR-10273,SID234920
FW000024607,2026-08-24 04:31:25+00:00,LPT-11662,,,8080.0,80.0,icmp,allow,15716386.0,,SID-210825,False,MONITOR_DB_ACCESS,,LPT-11662,SID210825
FW000009905,2026-08-31 06:52:32+00:00,LPT-11546,,,22.0,1433.0,TCP,deny,5379121.0,,SID743777,False,BLOCK_EXTERNAL_RDP,China,LPT-11546,SID743777
FW000029953,2026-08-01 00:00:00+00:00,LPT-11656.corp.local,,,,3389.0,UDP,allow,49.0,41910148.0,,True,ALLOW_INTERNAL_DNS,IN,LPT-11656,
FW000027419,2026-08-30 00:00:00+00:00,WS-10999,203.75.175.205,104.96.21.98,1433.0,22.0,UDP/17,deny,15520366.0,33.0,,False,,,WS-10999,
FW000007482,2026-11-08 00:13:39+00:00,LPT-11170,172.16.217.23,,,8080.0,TCP/6,allow,30.0,1485252.0,SID798971,False,ALLOW_INTERNAL_DNS,IN,LPT-11170,SID798971
FW000011189,,VDR-12141,153.30.208.137,172.16.86.127,22.0,,6,allow,44093722.0,8436408.0,SID524655,False,ALLOW_WEB,United States,VDR-12141,SID524655
FW000020709,,LPT-11072,192.168.242.90,,443.0,,UDP/17,allow,12235611.0,43457.0,SID994390,False,DENY_TELNET,US,LPT-11072,SID994390
FW000015635,2026-08-06 11:13:00+00:00,WS-12881,,116.24.57.113,,135.0,TCP,allow,35328906.0,18679.0,,False,,,WS-12881,
FW000027361,2026-08-07 11:14:14+00:00,WS-12439,192.168.211.184,145.90.102.20,,80.0,tcp,allow,11878504.0,47469.0,SID156410,False,BLOCK_EXTERNAL_RDP,ind,WS-12439,SID156410
FW000017894,2026-08-30 14:46:00+00:00,LPT-11226,10.17.216.0,,,,tcp,allow,42842040.0,26.0,sid299894,False,,US,LPT-11226,SID299894
FW000000345,2026-08-26 00:00:00+00:00,VDR-10703,,172.16.105.180,,443.0,17,deny,20430822.0,3632546.0,SID500167,False,,United States,VDR-10703,SID500167
