alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality
EPA00005607,2026-08-15 00:00:00,,WS_11974,EMP11974,McAfee,Unauthorized USB,MEDIUM,New,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,powershell.exe,cdc0ee572622c2a943e4307ca8372066e0265da09314b8f2d0d9ff0df1e775f0,soc.analyst1,Medium
EPA00001114,2026-09-09 16:36:10,2026-09-14 14:36:10,LPT-12763,EMP12763,McAfee,Browser hijack attempt,LOW,WIP,Suspicious script execution observed. Logs attached.,,excel.exe,d8cf259a947ac9239a213dba037c7e01820,soc.analyst1,H
EPA00002408,2026-08-18 17:50:08,2026-08-22 00:00:00,WS-10307.corp.local,EMP10307,Quick Heal,Suspicious PowerShell Execution,HIGH,WIP,Multiple failed attempts to disable security agent.,,excel.exe,83ae120c26174f5b4adf3e755c9d6e6cb075cc5a2cab45a7157a53eb4961704f,,Low
EPA00002375,,,VDR-10914,EMP10914,CrowdStrike,Suspicious PowerShell Execution,LOW,O,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,,3347ade08b2e4f7fc30bc7f464168ff9204b5fd8a118e86619eae67fe8b6542f,,Medium
EPA00000222,2026-07-09 22:54:47,2026-09-08 23:54:47,WS-12601,EMP12601,Carbon Black,Suspicious PowerShell Execution,HIGH,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,winword.exe,8dfdf1abc9,,H
EPA00000268,2026-09-05 11:01:35,2026-09-06 16:01:35,WS-12350,EMP12350,McAfee,USB device blocked,LOW,NEW,Alert triggered by abnormal network connection.,,,228fcebe33af2db312a17b3ba8d1391c313a447dcc50af4451d05afaec07e856,,CRITICAL
EPA00000108,2026-08-06 00:00:00,2026-08-09 14:21:00,WS-12422,EMP12422,CrowdStrike,USB device blocked,LOW,WIP,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,1c2670aac3b65cfa037915892a3b55f0fa5805ca621350599418cb0314f2fb72,soc.analyst2,
EPA00007834,,,LPT_11710,EMP11710,Defender,Credential dumping attempt,MEDIUM,WIP,Malicious file blocked. User notified. Need validation.,C:\Users\user\Desktop\salary.xlsx,unknown,,soc.analyst2,CRITICAL
EPA00001227,2026-08-18 00:00:00,,LPT-11376,EMP11376,Kaspersky,Lateral movement detected,HIGH,In Progress,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,cmd.exe,6a5d796ff7cb4cd4d3b79678d828694f2bcac47e053a29bd446f597712dfa90a,incident.team,CRITICAL
EPA00006204,2026-08-12 20:36:25,2026-08-12 13:36:25,VDR-12193.corp.local,EMP12193,Quick Heal,USB device blocked,CRITICAL,NEW,Endpoint protection detected suspicious activity on host.,,excel.exe,,soc.analyst1,High
EPA00004811,2026-08-26 17:22:20,2026-08-28 17:22:20,vdr-10693,EMP10693,Quick Heal,Lateral movement detected,LOW,WIP,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,winword.exe,,,High
EPA00004465,,2026-08-28 06:09:00,VDR-12801,EMP12801,Quick Heal,Browser hijack attempt,MEDIUM,New,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,,,,HIGH
EPA00007459,2026-08-07 16:22:00,2026-08-11 07:22:58,ws-10845,EMP10845,Quick Heal,Unauthorized USB,LOW,R,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,msedge.exe,,,Low
EPA00001513,2026-08-10 00:00:00,,LPT-12507,EMP12507,SentinelOne,Browser hijack attempt,LOW,O,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,99928c60b18350dc4bd5c09364bd2da4cc23f486fbeeeda06d0ebd14e3462817,,Low
EPA00007086,2026-08-13 04:03:00,2026-08-13 00:00:00,WS-11372,EMP11372,Carbon Black,Suspicious PowerShell Execution,LOW,IN_PROGRESS,Multiple failed attempts to disable security agent.,,unknown,95bae440538c26fc9229bbda0e7e6b699db0ce3779128b03d2764d7842bd5c23,soc.analyst2,L
EPA00004846,2026-01-08 06:36:26,2026-08-03 00:00:00,VDR-11152,EMP11152,SentinelOne,Ransomware Activity,HIGH,OPEN,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,python.exe,744f698313191a917c04b3a155ac6c14af48bd3cb3d2afaa1677668dce308b18,admin,LOW
EPA00002115,2026-09-03 15:05:13,2026-09-07 05:05:13,WS-12442,EMP12442,Kaspersky,Unusual admin share access,MEDIUM,In Progress,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,,746d74cce85a01cf1c299359ae82c81ea1cbf1fc2de381a55a64b43fad5092f6,unassigned,HIGH
EPA00000304,2026-08-14 13:27:50,,WS-10606,EMP10606,SYMANTEC,Lateral movement detected,MEDIUM,Unassigned,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,excel.exe,f4508cb2446de2272acf1ed6a8ef34339e89038bf37a40f277332e04f109893e,admin,LOW
EPA00006771,2026-08-09 01:13:09,2026-08-13 09:13:09,WS-11550,EMP11550,Carbon Black,MALWARE_DETECTED,MEDIUM,N,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,,8443d140eea65d,,High
EPA00004252,2026-08-02 00:00:00,2026-08-02 06:28:27,LPT-12542,EMP12542,Carbon Black,Lateral movement detected,LOW,WIP,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,chrome.exe,022afdb069b3ba2c533424a42fa88fd61d730a3211f04bbe53da571753d294de,unassigned,L
EPA00006128,2026-08-28 12:26:02,2026-09-01 00:00:00,LPT-10382.corp.local,EMP10382,CrowdStrike,Trojan:Win32,MEDIUM,RESOLVED,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,cmd.exe,8cc31312e207dae88df0c1d0a66a4292a55fb209,soc.analyst2,Critical
EPA00002088,2026-09-08 04:17:04,,,EMP10853,Quick Heal,suspicious_powershell,LOW,N,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,,f17a91954d1bd67174c389486534b8f050af04438b6b90614d7bbb63f24f67b4,soc.analyst2,H
EPA00004608,2026-08-21 17:19:16,2026-08-25 18:19:00,VDR_10690,EMP10690,Carbon Black,suspicious_powershell,CRITICAL,Resolved,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,powershell.exe,59906f5cd4c1a878c3dc77f57170cf8cac112be406e8b391efc8c678c9c11720,unassigned,
EPA00001211,,2026-08-09 16:03:00,WS-10870,EMP10870,SYMANTEC,Unauthorized USB,MEDIUM,New,Suspicious script execution observed. Logs attached.,,excel.exe,007f89476a2b15a5ef4a278e3ae2f4148184cf23aab95e3323969b5207e00d9f,incident.team,Medium
EPA00001787,2026-09-09 17:35:15,,WS-10730,EMP10730,Kaspersky,Trojan:Win32,MEDIUM,O,Endpoint agent blocked execution. Review required.,,,,admin,High
EPA00002281,2026-08-23 14:54:21,2026-08-26 00:00:00,,EMP10889,McAfee,Malware detected,CRITICAL,Active,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,winword.exe,bd725239de604959dce1ecb0e524dfda5ddff065d8dea976634c8f7f2ab35ed1,unassigned,Low
EPA00006142,2026-08-08 03:57:43,2026-08-10 00:00:00,LPT-10685,EMP10685,SentinelOne,MALWARE_DETECTED,HIGH,RESOLVED,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,eaf6dff9fc713eddfd3f26286a0341211bd2d2b56a8ac49d1018a722fec4ea0d,unassigned,Low
EPA00000528,,2026-09-12 09:14:20,WS-10400.corp.local,EMP10400,SYMANTEC,MALWARE_DETECTED,LOW,O,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,chrome.exe,8a876143fb6c8fe7fcb488031f71e46201560abd7c69a1585e23fb68797aa65e,unassigned,MEDIUM
EPA00001437,2026-08-26 00:06:27,2026-08-30 10:06:00,LPT-11010,EMP11010,McAfee,Lateral movement detected,LOW,Closed,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,cmd.exe,61bc0df17db2c8050d47f15abb901e7faa6498460e7184e90067b1688ba10773,soc.analyst1,
EPA00002167,2026-08-14 00:00:00,2026-08-17 21:33:00,WS-11769,EMP11769,Carbon Black,suspicious_powershell,HIGH,Closed,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,python.exe,,soc.analyst1,M
EPA00006276,,2026-08-12 16:16:05,WS-10747.corp.local,EMP10747,CrowdStrike,Browser hijack attempt,MEDIUM,Investigating,Endpoint protection detected suspicious activity on host.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,6b5a306f3780a6fffa0f7bf7d7184f1f7578467193928ca1c9ab245b2bb6d266,,Critical
EPA00007711,2026-08-13 00:00:00,2026-08-15 00:32:25,vdr-11214,EMP11214,Kaspersky,Phishing URL blocked,HIGH,RESOLVED,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,,,unassigned,M
EPA00000377,,2026-09-09 19:06:54,WS-11365,EMP11365,SYMANTEC,Lateral movement detected,HIGH,Active,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,excel.exe,613830bb3664f3801ee75dd936b08302fdb9c24db8af58f56020917312504788,unassigned,Medium
EPA00001870,2026-08-29 07:15:59,,ws-11687,EMP11687,SentinelOne,Lateral movement detected,HIGH,Resolved,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,python.exe,16d944f3ba7fecf224da22742ed32b41cef605c961a3895564167f1eff0f3531,incident.team,Critical
EPA00007032,2026-01-08 17:51:50,,LPT-11692,EMP11692,SentinelOne,Unusual admin share access,HIGH,IN_PROGRESS,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,unknown,399acaff60e7303ae03cdeda02a85d574da3a64b10f9a2ec66a0c633805a5997,admin,Medium
EPA00004221,2026-08-04 00:00:00,2026-08-08 07:03:00,LPT-11238,EMP11238,Kaspersky,Ransomware Activity,LOW,Open,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,cmd.exe,e50c0c6e64301727588195647cc313946b70641e3d1f8d37d963d64bffa82fd8,unassigned,Critical
EPA00007107,2026-08-22 02:06:37,,VDR-10929.corp.local,EMP10929,CrowdStrike,ransomware_behavior,HIGH,IN_PROGRESS,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,333ffd816598f17b15e39f417f26a826e72c67820db8878630500bdb6d526d5b,soc.analyst2,L
EPA00003978,2026-08-14 00:00:00,2026-08-16 17:51:12,LPT-10881,EMP10881,Carbon Black,Suspicious PowerShell Execution,MEDIUM,Resolved,Threat detected after file download from external website.,,python.exe,,soc.analyst1,Critical
EPA00000756,,,WS-10036,EMP10036,CrowdStrike,MALWARE_DETECTED,LOW,False Positive,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,,incident.team,LOW
EPA00003012,2026-08-12 20:39:22,2026-08-16 00:00:00,WS-10982,EMP10982,Quick Heal,ransomware_behavior,LOW,Resolved,Endpoint protection detected suspicious activity on host.,C:\Users\Public\Downloads\invoice.exe,unknown,2d9160153f57fd339f20306005ce89d4aea816e58dfd0e9a2984b49beb8edcd9,incident.team,CRITICAL
EPA00000292,2026-08-18 04:56:08,2026-08-20 12:56:00,VDR-10300,EMP10300,Kaspersky,Lateral movement detected,MEDIUM,Active,Endpoint agent blocked execution. Review required.,,,706bde46f5929da775cc938af50f703dabfd513021c7a3983556904cb5fee9b9,,HIGH
EPA00002003,2026-08-28 14:51:01,2026-08-31 15:51:00,VDR-11843,EMP11843,Windows Defender,Keylogger suspected,LOW,Unassigned,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,,bb663f800fb66e409c558eecda5fbe634f723a5694c94be2efaba370d133ff16,,MEDIUM
EPA00004675,,2026-09-09 00:00:00,VDR-11142,EMP11142,Carbon Black,Keylogger suspected,CRITICAL,O,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,python.exe,ac1c8b200fca80c100ce50aa5fecf119d58ec8f721b50ab0ef1d8bbd90dbfb94,,High
EPA00001544,2026-09-01 03:45:06,2026-09-03 00:00:00,LPT-11025,EMP11025,McAfee,USB device blocked,MEDIUM,New,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,powershell.exe,9f8a7f7aaf6049ce84cd81f008de001657d856ff660ba74adb2725ce6d974f42,incident.team,High
EPA00000291,,2026-08-13 23:57:56,WS-10635,EMP10635,Windows Defender,Trojan:Win32,LOW,Active,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,e35319f88b23962ab2adbb796ebf28c66109c0597fd7eea9a11eeea3c3adfe08,,CRITICAL
EPA00000189,2026-09-04 09:27:38,2026-09-03 10:27:38,WS-11084,EMP11084,McAfee,MALWARE_DETECTED,LOW,NEW,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,,a90548f2fd5698b01f9164fd8a00b4ed31c77edc2243455c1d3dc21192522da6,,L
EPA00005210,,,LPT-11655,EMP11655,CrowdStrike,Trojan:Win32,HIGH,Resolved,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,explorer.exe,e8e8221a1d65c41fd37a5276cc0bd3b474ba92f9bba4cdf52262cde933326697,incident.team,L
EPA00001202,,,vdr-10007,EMP10007,Carbon Black,Malware detected,LOW,Active,Malicious file blocked. User notified. Need validation.,,msedge.exe,dbe3921c58a994f528b17f93b35e857276c402eacff51af264463eee27af3435,admin,Low
EPA00006881,2026-09-04 23:05:51,2026-09-08 07:05:51,LPT-10802,EMP10802,SentinelOne,MALWARE_DETECTED,HIGH,N,Alert triggered by abnormal network connection.,,,,admin,HIGH
EPA00006446,,2026-08-07 18:45:18,LPT_12134,EMP12134,SYMANTEC,Credential dumping attempt,CRITICAL,New,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,python.exe,47deefa9b838409d2aef8ac3c5523ebc04b31adb8a77b6575d9007f38b3dee6e,soc.analyst1,CRITICAL
EPA00001537,2026-08-28 05:43:35,2026-08-31 14:43:00,VDR-12552,EMP12552,Defender,USB device blocked,LOW,False Positive,Alert triggered by abnormal network connection.,E:\Backup\data.rar,powershell.exe,593dd4285272fdbf930f7ff8706480decee085bdfdf3eff0827c8ea762c0a0b3,soc.analyst2,H
EPA00006538,2026-08-06 00:56:45,2026-08-08 12:56:00,WS-12422,EMP12422,Quick Heal,USB device blocked,LOW,Investigating,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,winword.exe,55b0f664e029b6e35b892a0f90c7d40e75e7c4c7c1147741abaef03de965185b,admin,L
EPA00005268,2026-09-03 00:49:32,,LPT-12331,EMP12331,Quick Heal,Trojan:Win32,MEDIUM,R,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,excel.exe,424eae991e2e7a5a037f3500a975f33e64074a91bc4812d927f28e7e116c85fc,soc.analyst2,CRITICAL
EPA00000502,2026-08-18 12:18:00,2026-08-20 20:18:08,LPT-10075,EMP10075,Quick Heal,Lateral movement detected,MEDIUM,Closed,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,unknown,,,Critical
EPA00006842,2026-09-09 00:00:00,2026-09-14 16:48:21,VDR-11802,EMP11802,SYMANTEC,Unusual admin share access,MEDIUM,OPEN,Alert triggered by abnormal network connection.,,python.exe,,soc.analyst1,Low
EPA00005024,,,LPT-11016,EMP11016,SYMANTEC,Phishing URL blocked,MEDIUM,Investigating,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,excel.exe,6558caaec5aeb0786c1d50ecbb71d7bddff682bc8bd962e2a2e4830337833bc4,unassigned,MEDIUM
EPA00006961,,,WS-10371,EMP10371,Defender,Lateral movement detected,LOW,Resolved,Threat detected after file download from external website.,E:\Backup\data.rar,powershell.exe,42227774f2bd3192e47bbe1bce6362751d9c158485ea5f378ff65abf1126a83e,incident.team,High
EPA00001540,,,WS-10865,EMP10865,Defender,suspicious_powershell,HIGH,Investigating,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,python.exe,127b16940f1beddaa0409407922c04a512f17c89484bf2af3bf7faeee10c639e,incident.team,H
EPA00004185,2026-08-12 00:00:00,2026-08-16 04:50:06,WS-11078,EMP11078,SentinelOne,Trojan:Win32,LOW,Resolved,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,f2174bf0e4be4c0365e8a38026d97df86a0602e971a568c085ac66f63373cf0a,,Low
EPA00003594,2026-08-20 05:07:05,,LPT-10381,EMP10381,Carbon Black,Phishing URL blocked,MEDIUM,Resolved,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,chrome.exe,40885E1244C08667D5B4055CDA3CFB49575F531F4F76B0BEA8B3BA1D2E41F7B4,,
EPA00005695,2026-09-04 01:16:28,2026-06-09 01:16:28,VDR-12452,EMP12452,SentinelOne,USB device blocked,LOW,Unassigned,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,python.exe,d7ff2c105e9bec1b2b93e95e40e9ac658bb0d13f77bfffbbb1762ac8a36fea09,incident.team,CRITICAL
EPA00006396,2026-08-16 23:56:18,,VDR-11487,EMP11487,SentinelOne,Browser hijack attempt,HIGH,O,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,winword.exe,851b30305bf6d9c3dbb04c2571eb0d154f1291a6ce6952921591c9a4818a0df3,,M
EPA00007670,2026-09-03 09:37:35,2026-09-08 08:37:00,LPT-11714,EMP11714,CrowdStrike,MALWARE_DETECTED,LOW,New,Alert triggered by abnormal network connection.,,cmd.exe,7a4989c24cc8d79c7385e483aa7a90e92d1cc409108ab345ab7bbb2e324967f3,soc.analyst1,H
EPA00000673,2026-08-26 16:19:12,2026-08-30 05:19:12,VDR-11195,EMP11195,Quick Heal,suspicious_powershell,MEDIUM,IN_PROGRESS,Endpoint protection detected suspicious activity on host.,,winword.exe,1b9c3f7c6ce0b2bd8b51617296868926fd3426cb2097e28e13723578630dcd59,soc.analyst1,Low
EPA00005431,2026-08-24 19:57:25,,WS-12908,EMP12908,Kaspersky,Malware detected,LOW,IN_PROGRESS,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,powershell.exe,a759d8ab10e9038d6c5376746dedcf1238952afdd3fa628101f127ebd4de0987,soc.analyst1,CRITICAL
EPA00004376,2026-09-07 18:57:00,,LPT-12582,EMP12582,Windows Defender,Malware detected,LOW,Open,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,msedge.exe,5f6e6c52854b9cf417b431b4e09f6ba6fb7a59eb483d8d9537b5ac3b99a3aed1,soc.analyst2,Medium
EPA00002113,2026-09-03 01:02:05,,VDR-10454.corp.local,EMP10454,Carbon Black,Phishing URL blocked,MEDIUM,Investigating,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,python.exe,,soc.analyst1,Medium
EPA00006758,2026-08-12 17:34:13,,VDR-10847,EMP10847,SentinelOne,Malware detected,HIGH,Active,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,explorer.exe,a3dade0e5c722a49983ef1d2092a7c3aada8a4051f1f5af9fb1c5e46477e4f12,,CRITICAL
EPA00006461,2026-08-24 00:00:00,2026-08-28 00:00:00,VDR-11767,EMP11767,Carbon Black,Unauthorized USB,CRITICAL,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,0a4c8dd79e19311c51185c74100358df94dcddb,,High
EPA00001465,,2026-08-11 08:41:55,WS-11562,EMP11562,SYMANTEC,Malware detected,MEDIUM,Active,Alert generated from heuristic engine. Possible false positive.,,explorer.exe,665AAE434196B2307BC27A87F745290B93565518D7585C3C70F8FCD13895A9FE,incident.team,Critical
EPA00005372,2026-08-14 00:00:00,2026-08-16 11:46:13,VDR-10038,EMP10038,SYMANTEC,Keylogger suspected,LOW,IN_PROGRESS,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,explorer.exe,d873b959d40cac9a87f9e156313b808b62a0865ed1a5bf205994af0184b66088,unassigned,Critical
EPA00006496,2026-08-19 01:59:35,2026-08-22 00:00:00,LPT-10779.corp.local,EMP10779,Defender,Unauthorized USB,MEDIUM,FALSE_POSITIVE,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,unknown,2edc29e7ce993781c9ea10b13c01e5822300f02248529e8dbe884080f2ab42f3,,HIGH
EPA00001193,2026-08-25 11:33:50,,lpt-10691,EMP10691,CrowdStrike,Suspicious PowerShell Execution,MEDIUM,WIP,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,,incident.team,MEDIUM
EPA00004297,,,VDR-10638,EMP10638,SentinelOne,MALWARE_DETECTED,MEDIUM,Open,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,unknown,87EE385348C5AC42D23051B79CEBC0807A868BB9202D18AA0AB33613FE5CE142,soc.analyst2,
EPA00000422,2026-08-22 04:49:18,2026-08-21 20:49:18,lpt-12202,EMP12202,Quick Heal,Phishing URL blocked,CRITICAL,WIP,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,chrome.exe,5134e018b6723da47fdbe8f6568d70040f27e6db7276cb4487f131a77d8a4c44,,Medium
EPA00000506,2026-08-16 10:08:00,2026-08-20 00:00:00,,EMP12393,Carbon Black,ransomware_behavior,MEDIUM,Active,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,excel.exe,94514e2c1a44271573b8b3c951ecf7588eff3c02eba081be99491b9f198cdf9c,,H
EPA00005509,2026-08-20 19:43:37,2026-08-24 00:00:00,WS-11671,EMP11671,McAfee,Lateral movement detected,MEDIUM,Open,Alert generated from heuristic engine. Possible false positive.,C:\Windows\Temp\update.tmp,,a3202a1c963d232bc98a7f37f5df8b884c94a971768e22d4bfd28d0a72f8acd7,admin,Medium
EPA00001583,2026-08-16 20:47:38,2026-08-21 16:47:38,LPT-11325,EMP11325,Defender,USB device blocked,LOW,In Progress,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,a07c2f91d2b10259304cc62e0fb04a01324328392d0805708d2929a8b0984d67,soc.analyst1,
EPA00000507,2026-08-25 00:00:00,,LPT_10927,EMP10927,Quick Heal,MALWARE_DETECTED,CRITICAL,IN_PROGRESS,Suspicious script execution observed. Logs attached.,,chrome.exe,af9ea665ab657263212306651f8937b8ed0860ff47b67a46ef765e17b01f7671,incident.team,L
EPA00004571,2026-08-14 21:22:00,2026-08-19 08:22:28,VDR-12557,EMP12557,Quick Heal,USB device blocked,CRITICAL,RESOLVED,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,winword.exe,bb2499d8c0781df3b6baf8c3498373169da76aaa60457e1a7b592a9c42bdbb88,,Critical
EPA00005314,,,VDR-12435,EMP12435,SentinelOne,Phishing URL blocked,HIGH,N,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,,,Critical
EPA00007723,2026-08-16 10:59:56,2026-08-21 00:00:00,VDR-10167,EMP10167,McAfee,Unauthorized USB,HIGH,CLOSED,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,python.exe,f9fa4a454e20b25c88a6ebec7d3cdc20613a4e76ff7eddc362a43b8bad0f1c27,admin,M
EPA00002729,2026-07-08 19:53:15,2026-08-12 00:00:00,VDR-10906,EMP10906,Defender,Lateral movement detected,LOW,Investigating,Endpoint agent blocked execution. Review required.,,chrome.exe,12fe1ae5ea39de78c24d6e3b8ab90c9275433a11bd7d5d55a0125ea009499f9e,soc.analyst1,H
EPA00006729,2026-09-09 00:19:58,2026-09-10 10:19:58,LPT-11048,EMP11048,Quick Heal,Trojan:Win32,CRITICAL,O,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,chrome.exe,6DDDAD6869F5AA17561B491E97D4C860D69D07CEF6F2981E6AFBE0AA5ED1B66E,,High
EPA00002834,,,LPT-11359,EMP11359,Kaspersky,ransomware_behavior,MEDIUM,NEW,Malicious file blocked. User notified. Need validation.,,,,incident.team,Medium
EPA00000348,2026-02-09 08:39:26,,VDR-10754.corp.local,EMP10754,Windows Defender,Lateral movement detected,HIGH,Investigating,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,python.exe,ff5493c14d828038c453a6d6b66606345b2a9a4ef6cd8c229d7ccb289f48ae43,admin,Critical
EPA00007314,2026-08-19 00:00:00,,LPT-11649,EMP11649,SentinelOne,Keylogger suspected,LOW,FP,Endpoint agent blocked execution. Review required.,D:\Projects\scripts\cleanup.ps1,cmd.exe,a7a649a4497e49,unassigned,L
EPA00005413,2026-08-12 21:25:33,,VDR-11396,EMP11396,Quick Heal,Unusual admin share access,MEDIUM,O,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,,ca3542b24769f912d2862347378e1ac25d602983c61398c1f26a45a74dc58f27,,M
EPA00007243,,2026-08-14 04:19:27,WS_10470,EMP10470,Quick Heal,Unauthorized USB,LOW,FALSE_POSITIVE,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,1df820959ca9a3e3b3534eef3936be5ed75e1a418c3d19971a4a8b8decc05da2,soc.analyst2,
EPA00006392,2026-08-23 00:00:00,,WS-11486,EMP11486,Carbon Black,suspicious_powershell,MEDIUM,FALSE_POSITIVE,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,ff132e4ff8a21db8280ed76f4becd6716b1c76180ecea1b292cf639b44ca0760,admin,L
EPA00007761,2026-08-17 05:31:00,2026-08-21 06:31:00,LPT-12683,EMP12683,SentinelOne,USB device blocked,MEDIUM,Unassigned,Malicious file blocked. User notified. Need validation.,,cmd.exe,,,Critical
EPA00004995,2026-08-24 09:31:45,,VDR-12958.corp.local,EMP12958,Carbon Black,suspicious_powershell,MEDIUM,Investigating,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,python.exe,52b0427024c65ad1b84eb319a2b58d1b4966c3c91f3712bb17eb43ec80d6eee1,,Medium
EPA00000747,2026-09-03 11:48:41,2026-09-08 00:00:00,vdr-10816,EMP10816,CrowdStrike,USB device blocked,HIGH,O,Process attempted to access sensitive directory.,C:\Users\user\Desktop\salary.xlsx,unknown,f03d0b1f7eb002e892bd43f8e325d342930388f2cd9072ff9e131b9c8cdcea9a,unassigned,High
EPA00003249,2026-08-21 03:07:37,,WS-10824,EMP10824,Kaspersky,Suspicious PowerShell Execution,HIGH,NEW,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,unknown,9a753502427f966b65593df09c578d67cc29481ffe2529df16437628a30dc7b7,soc.analyst2,
EPA00002025,2026-08-23 00:00:00,2026-08-25 15:50:21,VDR-11210,EMP11210,Carbon Black,Suspicious PowerShell Execution,CRITICAL,WIP,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,,,Medium
EPA00006434,2026-08-07 00:00:00,2026-08-09 00:00:00,VDR-12750.corp.local,EMP12750,Kaspersky,Phishing URL blocked,LOW,Closed,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,,c56680672f17f78ae117be0d0c8aadb9ce7d249c5c322587ece6550079a31fd3,admin,
